repository_language,day,count
Objective-C,15469.0,8523
Scala,15469.0,2931
SuperCollider,15469.0,24
Matlab,15469.0,840
Haskell,15469.0,1461
Perl,15469.0,4191
Clojure,15469.0,1458
Objective-J,15469.0,882
CoffeeScript,15469.0,2367
Lua,15469.0,999
Prolog,15469.0,204
Erlang,15469.0,1203
PowerShell,15469.0,153
Go,15469.0,816
Tcl,15469.0,147
ColdFusion,15469.0,282
OCaml,15469.0,573
Verilog,15469.0,72
Racket,15469.0,135
D,15469.0,297
Assembly,15469.0,246
Common Lisp,15469.0,324
R,15469.0,711
Dart,15469.0,96
Groovy,15469.0,987
Rust,15469.0,135
HaXe,15469.0,279
Elixir,15469.0,66
VHDL,15469.0,204
Turing,15470.0,6
Ioke,15470.0,3
OpenEdge ABL,15470.0,6
Nimrod,15470.0,18
Smalltalk,15470.0,36
XQuery,15470.0,12
Pure Data,15470.0,12
Rebol,15470.0,3
Tcl,15470.0,168
Kotlin,15470.0,9
Arc,15470.0,3
Factor,15470.0,6
Eiffel,15470.0,27
Nu,15470.0,3
Emacs Lisp,15470.0,1140
ColdFusion,15470.0,267
Erlang,15470.0,1125
VimL,15470.0,3933
VHDL,15470.0,183
Lua,15470.0,1260
ActionScript,15470.0,918
Groovy,15470.0,1935
Delphi,15470.0,273
Clojure,15470.0,1572
Ada,15470.0,54
CoffeeScript,15470.0,2946
Perl,15470.0,3477
Puppet,15470.0,678
ASP,15470.0,153
Matlab,15470.0,831
Nemerle,15470.0,81
Self,15470.0,3
Haskell,15470.0,1590
Standard ML,15470.0,9
Objective-J,15470.0,120
Java,15470.0,40896
C,15470.0,18699
Ruby,15470.0,42270
PHP,15470.0,30663
Elixir,15470.0,90
Scala,15470.0,3315
Parrot,15470.0,21
Go,15470.0,816
JavaScript,15470.0,71004
Python,15470.0,35934
Objective-C,15470.0,9039
C#,15470.0,7722
C++,15470.0,17898
Shell,15470.0,7614
Arduino,15470.0,234
ooc,15470.0,9
Logtalk,15470.0,12
Visual Basic,15470.0,102
Julia,15470.0,243
Dart,15470.0,57
HaXe,15470.0,159
D,15470.0,348
FORTRAN,15470.0,192
PowerShell,15470.0,138
Racket,15470.0,108
Assembly,15470.0,279
Rust,15470.0,132
Apex,15470.0,21
Scilab,15470.0,33
Opa,15470.0,6
Verilog,15470.0,102
DCPU-16 ASM,15470.0,48
Prolog,15470.0,111
OCaml,15470.0,546
F#,15470.0,84
SuperCollider,15470.0,18
R,15470.0,648
Vala,15470.0,87
Dylan,15470.0,36
AutoHotkey,15470.0,24
Coq,15470.0,33
Scheme,15470.0,237
Common Lisp,15470.0,369
C#,15471.0,7371
Visual Basic,15471.0,84
Scala,15471.0,3411
Julia,15471.0,138
VimL,15471.0,3372
Objective-C,15471.0,9072
CoffeeScript,15471.0,2361
C++,15471.0,16872
Shell,15471.0,6963
Perl,15471.0,4038
Go,15471.0,963
Emacs Lisp,15471.0,1350
Haskell,15471.0,1581
Dart,15471.0,156
Clojure,15471.0,1872
Delphi,15471.0,255
Erlang,15471.0,1332
R,15471.0,840
Lua,15471.0,954
Scheme,15471.0,153
Gosu,15471.0,9
AutoHotkey,15471.0,27
Pure Data,15471.0,3
Arc,15471.0,3
Nimrod,15471.0,9
Smalltalk,15471.0,51
Io,15471.0,3
Self,15471.0,3
Factor,15471.0,6
PHP,15471.0,26919
VHDL,15471.0,162
Coq,15471.0,36
XQuery,15471.0,36
Turing,15471.0,3
Java,15471.0,36480
JavaScript,15471.0,65175
Python,15471.0,34617
Ruby,15471.0,38025
C,15471.0,17634
Objective-J,15471.0,99
Common Lisp,15471.0,393
Verilog,15471.0,54
Elixir,15471.0,36
Assembly,15471.0,276
Racket,15471.0,39
Rust,15471.0,204
OpenEdge ABL,15471.0,24
Tcl,15471.0,114
HaXe,15471.0,144
Apex,15471.0,57
Dylan,15471.0,36
Ada,15471.0,36
Standard ML,15471.0,36
Scilab,15471.0,9
Matlab,15471.0,672
Parrot,15471.0,12
ooc,15471.0,3
FORTRAN,15471.0,210
PowerShell,15471.0,192
ActionScript,15471.0,1044
Vala,15471.0,75
D,15471.0,540
Puppet,15471.0,615
Groovy,15471.0,1149
OCaml,15471.0,420
Nemerle,15471.0,18
ColdFusion,15471.0,222
DCPU-16 ASM,15471.0,39
Prolog,15471.0,75
ASP,15471.0,96
Arduino,15471.0,201
F#,15471.0,111
SuperCollider,15471.0,24
Kotlin,15471.0,33
Eiffel,15471.0,84
Mirah,15472.0,21
PowerShell,15472.0,60
Opa,15472.0,3
Dylan,15472.0,18
ooc,15472.0,48
DCPU-16 ASM,15472.0,87
Elixir,15472.0,27
XQuery,15472.0,3
Parrot,15472.0,57
Rebol,15472.0,6
Vala,15472.0,135
Logtalk,15472.0,3
Prolog,15472.0,99
Arc,15472.0,3
OCaml,15472.0,321
Julia,15472.0,138
FORTRAN,15472.0,138
Groovy,15472.0,564
Standard ML,15472.0,18
Scilab,15472.0,9
Eiffel,15472.0,21
Kotlin,15472.0,24
OpenEdge ABL,15472.0,15
VHDL,15472.0,69
Verilog,15472.0,9
SuperCollider,15472.0,24
Nemerle,15472.0,48
Objective-J,15472.0,48
Delphi,15472.0,186
F#,15472.0,138
Tcl,15472.0,36
Smalltalk,15472.0,57
Factor,15472.0,9
Matlab,15472.0,339
Ada,15472.0,18
ASP,15472.0,48
Io,15472.0,21
Apex,15472.0,12
Scala,15472.0,1497
Haskell,15472.0,1215
Shell,15472.0,5064
VimL,15472.0,2439
C++,15472.0,12378
Arduino,15472.0,150
C,15472.0,14946
Clojure,15472.0,1458
Objective-C,15472.0,5757
C#,15472.0,5295
Nimrod,15472.0,15
Coq,15472.0,6
Python,15472.0,18576
Perl,15472.0,2301
Ruby,15472.0,25251
Java,15472.0,21024
PHP,15472.0,18318
JavaScript,15472.0,38184
Common Lisp,15472.0,240
D,15472.0,543
Rust,15472.0,63
ColdFusion,15472.0,102
HaXe,15472.0,120
Emacs Lisp,15472.0,930
R,15472.0,414
Dart,15472.0,723
AutoHotkey,15472.0,66
Visual Basic,15472.0,105
Erlang,15472.0,672
Go,15472.0,591
CoffeeScript,15472.0,1584
Puppet,15472.0,318
Assembly,15472.0,138
Racket,15472.0,45
Scheme,15472.0,114
ActionScript,15472.0,624
Lua,15472.0,831
Pure Data,15473.0,12
DCPU-16 ASM,15473.0,15
Haskell,15473.0,1227
Perl,15473.0,2796
Clojure,15473.0,1323
Racket,15473.0,102
Erlang,15473.0,885
Emacs Lisp,15473.0,969
FORTRAN,15473.0,60
OpenEdge ABL,15473.0,15
Verilog,15473.0,18
Scala,15473.0,1884
ASP,15473.0,57
Dart,15473.0,66
Rust,15473.0,54
Nimrod,15473.0,12
R,15473.0,237
Elixir,15473.0,54
PowerShell,15473.0,18
Mirah,15473.0,21
AutoHotkey,15473.0,45
C,15473.0,14442
Augeas,15473.0,3
Nu,15473.0,3
Objective-J,15473.0,24
Factor,15473.0,6
ooc,15473.0,15
Vala,15473.0,36
Opa,15473.0,12
Ioke,15473.0,3
Java,15473.0,23595
Objective-C,15473.0,5124
Smalltalk,15473.0,159
CoffeeScript,15473.0,2058
Python,15473.0,20769
Ruby,15473.0,24597
JavaScript,15473.0,38190
C#,15473.0,5811
VimL,15473.0,3075
Shell,15473.0,6255
C++,15473.0,12498
PHP,15473.0,18180
Apex,15473.0,3
VHDL,15473.0,96
Parrot,15473.0,12
Scilab,15473.0,9
SuperCollider,15473.0,18
Nemerle,15473.0,15
Eiffel,15473.0,21
Standard ML,15473.0,6
F#,15473.0,180
Coq,15473.0,12
Ada,15473.0,3
Scheme,15473.0,171
D,15473.0,705
Prolog,15473.0,114
Assembly,15473.0,153
Visual Basic,15473.0,72
Arduino,15473.0,231
Lua,15473.0,1047
ActionScript,15473.0,570
ColdFusion,15473.0,33
Tcl,15473.0,48
HaXe,15473.0,111
Matlab,15473.0,462
Julia,15473.0,288
Common Lisp,15473.0,189
OCaml,15473.0,213
Delphi,15473.0,249
Groovy,15473.0,627
Io,15473.0,33
Puppet,15473.0,423
Go,15473.0,723
Eiffel,15474.0,51
Tcl,15474.0,78
Verilog,15474.0,57
Opa,15474.0,9
OpenEdge ABL,15474.0,33
FORTRAN,15474.0,177
Coq,15474.0,3
Standard ML,15474.0,12
Logtalk,15474.0,3
Racket,15474.0,177
Ioke,15474.0,6
Gosu,15474.0,3
Kotlin,15474.0,6
Apex,15474.0,42
DCPU-16 ASM,15474.0,90
Nimrod,15474.0,6
PowerShell,15474.0,87
Vala,15474.0,24
Dylan,15474.0,3
Scheme,15474.0,186
Emacs Lisp,15474.0,1554
Java,15474.0,39576
Python,15474.0,31329
Ruby,15474.0,38928
Shell,15474.0,8508
Perl,15474.0,3471
VHDL,15474.0,84
Common Lisp,15474.0,366
SuperCollider,15474.0,18
Scala,15474.0,2727
Haskell,15474.0,1452
Scilab,15474.0,21
Objective-C,15474.0,9159
CoffeeScript,15474.0,2952
C++,15474.0,16800
Go,15474.0,798
C,15474.0,18138
Erlang,15474.0,1248
Turing,15474.0,9
HaXe,15474.0,360
Groovy,15474.0,1152
ColdFusion,15474.0,219
C#,15474.0,6534
Prolog,15474.0,132
Clojure,15474.0,1434
Rust,15474.0,171
VimL,15474.0,3720
Assembly,15474.0,159
D,15474.0,555
Julia,15474.0,231
R,15474.0,564
F#,15474.0,45
Delphi,15474.0,261
Ada,15474.0,36
Matlab,15474.0,801
Dart,15474.0,102
ActionScript,15474.0,1176
Parrot,15474.0,27
Objective-J,15474.0,114
OCaml,15474.0,483
XQuery,15474.0,15
Visual Basic,15474.0,84
Arduino,15474.0,105
AutoHotkey,15474.0,18
JavaScript,15474.0,67035
Mirah,15474.0,3
Rebol,15474.0,3
Io,15474.0,6
Lua,15474.0,939
Nemerle,15474.0,72
PHP,15474.0,27810
Smalltalk,15474.0,27
Factor,15474.0,15
ASP,15474.0,99
Puppet,15474.0,465
ooc,15474.0,72
Bro,15474.0,18
Visual Basic,15475.0,87
SuperCollider,15475.0,33
R,15475.0,792
Delphi,15475.0,138
ColdFusion,15475.0,243
Common Lisp,15475.0,303
OpenEdge ABL,15475.0,39
FORTRAN,15475.0,111
ASP,15475.0,123
ActionScript,15475.0,942
Assembly,15475.0,213
Scheme,15475.0,156
F#,15475.0,93
Tcl,15475.0,111
Arduino,15475.0,192
Go,15475.0,747
Bro,15475.0,6
Pure Data,15475.0,15
Vala,15475.0,81
Gosu,15475.0,3
Verilog,15475.0,39
Ada,15475.0,30
Coq,15475.0,18
Objective-J,15475.0,87
Smalltalk,15475.0,81
Nemerle,15475.0,129
Factor,15475.0,33
Puppet,15475.0,465
AutoHotkey,15475.0,15
Julia,15475.0,243
Prolog,15475.0,102
Rust,15475.0,183
Eiffel,15475.0,84
Scilab,15475.0,30
DCPU-16 ASM,15475.0,39
ooc,15475.0,3
XQuery,15475.0,12
Arc,15475.0,9
HaXe,15475.0,207
Racket,15475.0,294
VHDL,15475.0,33
Python,15475.0,31572
Parrot,15475.0,21
eC,15475.0,3
Self,15475.0,3
Standard ML,15475.0,27
Logtalk,15475.0,6
OCaml,15475.0,747
Shell,15475.0,8655
Matlab,15475.0,825
Dylan,15475.0,3
Io,15475.0,45
Mirah,15475.0,3
Objective-C,15475.0,8286
Emacs Lisp,15475.0,1308
Erlang,15475.0,1188
C++,15475.0,17085
C,15475.0,18396
Perl,15475.0,3942
JavaScript,15475.0,65835
PHP,15475.0,30102
Java,15475.0,38853
Ruby,15475.0,40503
Nimrod,15475.0,6
Haskell,15475.0,1512
Lua,15475.0,828
CoffeeScript,15475.0,2184
Dart,15475.0,111
VimL,15475.0,3204
C#,15475.0,6930
Groovy,15475.0,1098
Kotlin,15475.0,12
Elixir,15475.0,9
Fancy,15475.0,12
Ioke,15475.0,3
D,15475.0,645
Scala,15475.0,2796
PowerShell,15475.0,105
Clojure,15475.0,1371
Turing,15475.0,9
Apex,15475.0,18
Max/MSP,15476.0,18
Dylan,15476.0,27
Assembly,15476.0,144
Turing,15476.0,6
Augeas,15476.0,3
ColdFusion,15476.0,153
F#,15476.0,57
Puppet,15476.0,462
VHDL,15476.0,57
Emacs Lisp,15476.0,1158
Standard ML,15476.0,21
ASP,15476.0,57
Mirah,15476.0,9
CoffeeScript,15476.0,2319
Groovy,15476.0,1512
Arduino,15476.0,123
Matlab,15476.0,759
VimL,15476.0,3507
OCaml,15476.0,558
R,15476.0,705
Objective-C,15476.0,8691
XQuery,15476.0,36
Tcl,15476.0,66
C,15476.0,17295
PHP,15476.0,28533
JavaScript,15476.0,63252
C++,15476.0,16893
Scala,15476.0,3054
Java,15476.0,37101
Ruby,15476.0,41196
Shell,15476.0,7740
Dart,15476.0,87
Python,15476.0,31545
C#,15476.0,6321
Pure Data,15476.0,6
Lua,15476.0,885
Fancy,15476.0,21
Arc,15476.0,3
DCPU-16 ASM,15476.0,33
Nemerle,15476.0,57
Julia,15476.0,183
Visual Basic,15476.0,138
PowerShell,15476.0,69
FORTRAN,15476.0,156
Verilog,15476.0,72
Racket,15476.0,129
Io,15476.0,15
Ada,15476.0,39
Factor,15476.0,21
Coq,15476.0,15
Delphi,15476.0,159
Parrot,15476.0,39
AutoHotkey,15476.0,51
Elixir,15476.0,42
Scilab,15476.0,3
Eiffel,15476.0,27
Prolog,15476.0,195
Nimrod,15476.0,21
Apex,15476.0,42
SuperCollider,15476.0,21
Smalltalk,15476.0,105
ActionScript,15476.0,747
Go,15476.0,696
Clojure,15476.0,1152
Perl,15476.0,3612
HaXe,15476.0,153
Opa,15476.0,3
Boo,15476.0,6
Common Lisp,15476.0,270
Scheme,15476.0,183
OpenEdge ABL,15476.0,27
D,15476.0,429
Rust,15476.0,171
Haskell,15476.0,1512
Objective-J,15476.0,129
Erlang,15476.0,1143
Vala,15476.0,51
Verilog,15477.0,33
Factor,15477.0,54
Elixir,15477.0,21
Arc,15477.0,3
Pure Data,15477.0,12
OpenEdge ABL,15477.0,63
Ioke,15477.0,9
Coq,15477.0,15
Scilab,15477.0,33
ooc,15477.0,6
DCPU-16 ASM,15477.0,27
Max/MSP,15477.0,6
Boo,15477.0,9
Rust,15477.0,261
Turing,15477.0,9
Racket,15477.0,126
Nimrod,15477.0,12
Apex,15477.0,12
FORTRAN,15477.0,138
Dylan,15477.0,21
Io,15477.0,33
PowerShell,15477.0,99
Standard ML,15477.0,21
Eiffel,15477.0,9
AutoHotkey,15477.0,18
Prolog,15477.0,96
Fancy,15477.0,3
VHDL,15477.0,24
Smalltalk,15477.0,69
Puppet,15477.0,534
ColdFusion,15477.0,216
XQuery,15477.0,27
CoffeeScript,15477.0,1935
Lua,15477.0,696
Assembly,15477.0,174
C++,15477.0,15858
Java,15477.0,35106
Haskell,15477.0,1437
Groovy,15477.0,819
ASP,15477.0,69
Parrot,15477.0,39
D,15477.0,504
Visual Basic,15477.0,135
SuperCollider,15477.0,15
Kotlin,15477.0,33
PHP,15477.0,27255
Python,15477.0,29466
C#,15477.0,6777
C,15477.0,16401
Shell,15477.0,7011
Ruby,15477.0,41181
JavaScript,15477.0,63435
Ada,15477.0,30
Nemerle,15477.0,27
Dart,15477.0,84
Arduino,15477.0,129
Tcl,15477.0,18
Go,15477.0,693
Common Lisp,15477.0,243
Objective-J,15477.0,186
ActionScript,15477.0,1056
Perl,15477.0,3363
R,15477.0,645
Delphi,15477.0,195
Emacs Lisp,15477.0,1302
Scala,15477.0,2493
Scheme,15477.0,210
Objective-C,15477.0,8907
Julia,15477.0,147
Matlab,15477.0,516
HaXe,15477.0,111
OCaml,15477.0,504
Vala,15477.0,75
VimL,15477.0,3312
F#,15477.0,90
Clojure,15477.0,1299
Erlang,15477.0,1095
Prolog,15478.0,102
CoffeeScript,15478.0,1902
Go,15478.0,693
Assembly,15478.0,186
Scheme,15478.0,168
Erlang,15478.0,849
Objective-J,15478.0,183
Nemerle,15478.0,9
R,15478.0,507
Puppet,15478.0,705
C,15478.0,15450
Rust,15478.0,213
FORTRAN,15478.0,108
Ruby,15478.0,37296
ColdFusion,15478.0,306
AutoHotkey,15478.0,72
Scilab,15478.0,18
C#,15478.0,6165
Matlab,15478.0,372
C++,15478.0,16512
Dylan,15478.0,39
Factor,15478.0,27
Mirah,15478.0,3
DCPU-16 ASM,15478.0,45
Shell,15478.0,7800
Self,15478.0,6
Racket,15478.0,132
Standard ML,15478.0,42
Eiffel,15478.0,18
Boo,15478.0,3
Objective-C,15478.0,8319
Julia,15478.0,210
F#,15478.0,99
VimL,15478.0,3111
Tcl,15478.0,72
Groovy,15478.0,1245
OCaml,15478.0,225
Fancy,15478.0,3
Gosu,15478.0,3
ActionScript,15478.0,726
JavaScript,15478.0,58068
Clojure,15478.0,1302
XQuery,15478.0,24
Smalltalk,15478.0,36
Nimrod,15478.0,6
Io,15478.0,15
Parrot,15478.0,3
Delphi,15478.0,198
Elixir,15478.0,42
ASP,15478.0,108
Ada,15478.0,18
D,15478.0,345
Emacs Lisp,15478.0,1185
Arduino,15478.0,174
Lua,15478.0,918
Haskell,15478.0,1149
Pure Data,15478.0,12
Vala,15478.0,126
HaXe,15478.0,126
PHP,15478.0,27705
Coq,15478.0,24
Verilog,15478.0,27
Perl,15478.0,5118
Visual Basic,15478.0,96
VHDL,15478.0,36
Dart,15478.0,141
Python,15478.0,28902
OpenEdge ABL,15478.0,33
Scala,15478.0,3261
PowerShell,15478.0,96
SuperCollider,15478.0,12
Apex,15478.0,60
Java,15478.0,35388
Common Lisp,15478.0,360
Visual Basic,15479.0,93
Rebol,15479.0,3
Objective-J,15479.0,60
Arduino,15479.0,45
Eiffel,15479.0,45
ooc,15479.0,3
OCaml,15479.0,261
R,15479.0,315
Puppet,15479.0,342
Julia,15479.0,90
Dart,15479.0,66
HaXe,15479.0,138
Common Lisp,15479.0,252
ActionScript,15479.0,387
DCPU-16 ASM,15479.0,9
Parrot,15479.0,3
D,15479.0,522
PowerShell,15479.0,153
ASP,15479.0,78
Tcl,15479.0,48
Pure Data,15479.0,39
SuperCollider,15479.0,12
VimL,15479.0,2334
Haskell,15479.0,1047
F#,15479.0,48
Io,15479.0,48
Go,15479.0,561
Scheme,15479.0,87
Prolog,15479.0,114
Factor,15479.0,45
Nemerle,15479.0,54
Java,15479.0,21381
Ruby,15479.0,22440
Shell,15479.0,4755
Objective-C,15479.0,5139
Python,15479.0,18360
C,15479.0,12102
C#,15479.0,3885
Lua,15479.0,714
Apex,15479.0,51
AutoHotkey,15479.0,48
FORTRAN,15479.0,39
Racket,15479.0,57
Coq,15479.0,54
XQuery,15479.0,27
Groovy,15479.0,342
VHDL,15479.0,27
Delphi,15479.0,150
Vala,15479.0,123
OpenEdge ABL,15479.0,21
Scilab,15479.0,33
Verilog,15479.0,18
Turing,15479.0,12
C++,15479.0,10821
Perl,15479.0,2328
Clojure,15479.0,1227
Elixir,15479.0,15
Fancy,15479.0,36
Nu,15479.0,3
CoffeeScript,15479.0,1395
Scala,15479.0,1425
Emacs Lisp,15479.0,885
Standard ML,15479.0,24
Dylan,15479.0,51
Kotlin,15479.0,6
Nimrod,15479.0,3
JavaScript,15479.0,36144
PHP,15479.0,17346
ColdFusion,15479.0,165
Matlab,15479.0,237
Erlang,15479.0,693
Rust,15479.0,132
Smalltalk,15479.0,111
Assembly,15479.0,54
Erlang,15480.0,924
C++,15480.0,10356
JavaScript,15480.0,38022
Julia,15480.0,240
Objective-C,15480.0,5046
Shell,15480.0,5799
Clojure,15480.0,984
CoffeeScript,15480.0,1677
R,15480.0,267
Scala,15480.0,2121
Java,15480.0,23406
VHDL,15480.0,30
Ada,15480.0,48
PowerShell,15480.0,93
DCPU-16 ASM,15480.0,9
Dart,15480.0,39
Perl,15480.0,2538
Delphi,15480.0,231
PHP,15480.0,20202
Prolog,15480.0,45
Vala,15480.0,90
Pure Data,15480.0,30
Rust,15480.0,57
Coq,15480.0,18
ASP,15480.0,54
FORTRAN,15480.0,105
Tcl,15480.0,30
Nemerle,15480.0,102
Scilab,15480.0,27
Boo,15480.0,3
ColdFusion,15480.0,69
Groovy,15480.0,441
C#,15480.0,4617
Python,15480.0,18198
Ruby,15480.0,24888
C,15480.0,11583
Elixir,15480.0,42
Smalltalk,15480.0,90
Parrot,15480.0,3
SuperCollider,15480.0,57
Puppet,15480.0,456
Standard ML,15480.0,162
Racket,15480.0,99
Factor,15480.0,33
Lua,15480.0,861
Emacs Lisp,15480.0,1170
AutoHotkey,15480.0,45
OpenEdge ABL,15480.0,15
Visual Basic,15480.0,72
Common Lisp,15480.0,192
Objective-J,15480.0,15
ActionScript,15480.0,420
VimL,15480.0,2469
Nimrod,15480.0,24
Apex,15480.0,27
Dylan,15480.0,6
OCaml,15480.0,210
HaXe,15480.0,90
F#,15480.0,60
Gosu,15480.0,3
D,15480.0,522
Matlab,15480.0,384
Arduino,15480.0,183
Assembly,15480.0,165
Go,15480.0,555
Haskell,15480.0,1335
Verilog,15480.0,45
Scheme,15480.0,207
Io,15480.0,3
XQuery,15480.0,75
Eiffel,15480.0,3
C++,15481.0,15153
Opa,15481.0,3
Standard ML,15481.0,30
Nu,15481.0,3
OpenEdge ABL,15481.0,36
Java,15481.0,37011
Ada,15481.0,30
Eiffel,15481.0,30
Shell,15481.0,8196
FORTRAN,15481.0,81
Scilab,15481.0,60
Nimrod,15481.0,3
Mirah,15481.0,3
ASP,15481.0,69
Python,15481.0,28233
C,15481.0,16302
Haskell,15481.0,1152
Logtalk,15481.0,9
Clojure,15481.0,1188
C#,15481.0,7608
PHP,15481.0,30552
Augeas,15481.0,6
Emacs Lisp,15481.0,1173
Perl,15481.0,3954
Coq,15481.0,48
Rust,15481.0,129
Nemerle,15481.0,21
Parrot,15481.0,9
Tcl,15481.0,48
Io,15481.0,6
Elixir,15481.0,183
JavaScript,15481.0,60885
ActionScript,15481.0,951
Vala,15481.0,132
Arc,15481.0,3
Lua,15481.0,867
OCaml,15481.0,663
Kotlin,15481.0,18
Julia,15481.0,381
Racket,15481.0,99
Delphi,15481.0,273
DCPU-16 ASM,15481.0,84
HaXe,15481.0,156
D,15481.0,519
PowerShell,15481.0,264
SuperCollider,15481.0,21
Dylan,15481.0,18
Fancy,15481.0,18
AutoHotkey,15481.0,81
Prolog,15481.0,111
Ruby,15481.0,40362
Matlab,15481.0,585
Apex,15481.0,60
Erlang,15481.0,1320
Boo,15481.0,3
Pure Data,15481.0,12
Groovy,15481.0,1230
Scala,15481.0,2886
R,15481.0,576
VHDL,15481.0,45
Scheme,15481.0,243
Bro,15481.0,9
Objective-J,15481.0,276
ColdFusion,15481.0,177
Arduino,15481.0,156
Factor,15481.0,24
Smalltalk,15481.0,84
Gosu,15481.0,3
Objective-C,15481.0,7917
CoffeeScript,15481.0,2406
VimL,15481.0,3015
Visual Basic,15481.0,171
Verilog,15481.0,54
Puppet,15481.0,591
Common Lisp,15481.0,240
XQuery,15481.0,69
F#,15481.0,57
Dart,15481.0,51
Assembly,15481.0,198
Go,15481.0,753
Smalltalk,15482.0,21
Tcl,15482.0,33
Pure Data,15482.0,51
Scheme,15482.0,120
Nemerle,15482.0,9
Coq,15482.0,42
Fantom,15482.0,3
Max/MSP,15482.0,3
XQuery,15482.0,33
Fancy,15482.0,21
Augeas,15482.0,3
Scilab,15482.0,24
Python,15482.0,32136
Parrot,15482.0,3
Eiffel,15482.0,3
Dart,15482.0,81
SuperCollider,15482.0,15
Elixir,15482.0,21
Opa,15482.0,6
Kotlin,15482.0,39
OpenEdge ABL,15482.0,12
Scala,15482.0,3102
Racket,15482.0,141
FORTRAN,15482.0,93
ASP,15482.0,162
VimL,15482.0,3621
Dylan,15482.0,51
VHDL,15482.0,45
F#,15482.0,87
Emacs Lisp,15482.0,1305
R,15482.0,618
HaXe,15482.0,204
CoffeeScript,15482.0,2757
Puppet,15482.0,423
Objective-C,15482.0,9468
Go,15482.0,963
Gosu,15482.0,3
Lua,15482.0,909
Arduino,15482.0,102
Bro,15482.0,3
Visual Basic,15482.0,144
Matlab,15482.0,588
Apex,15482.0,108
ActionScript,15482.0,1137
Erlang,15482.0,1569
OCaml,15482.0,561
Ada,15482.0,21
Vala,15482.0,78
Prolog,15482.0,153
Rust,15482.0,321
D,15482.0,477
Turing,15482.0,3
Ruby,15482.0,43839
JavaScript,15482.0,70119
C++,15482.0,16839
Objective-J,15482.0,132
Io,15482.0,9
Factor,15482.0,12
Shell,15482.0,8868
DCPU-16 ASM,15482.0,69
Verilog,15482.0,72
C,15482.0,19893
C#,15482.0,8403
Haskell,15482.0,1371
PHP,15482.0,33447
Groovy,15482.0,1662
Java,15482.0,40713
Boo,15482.0,3
Delphi,15482.0,186
Common Lisp,15482.0,306
Standard ML,15482.0,60
AutoHotkey,15482.0,45
Perl,15482.0,4110
Clojure,15482.0,1662
Assembly,15482.0,267
PowerShell,15482.0,234
Julia,15482.0,375
ColdFusion,15482.0,177
Lua,15483.0,798
Tcl,15483.0,129
Scheme,15483.0,156
Apex,15483.0,51
Ada,15483.0,15
Scilab,15483.0,24
R,15483.0,774
Erlang,15483.0,1266
Matlab,15483.0,684
Smalltalk,15483.0,90
PHP,15483.0,32502
Coq,15483.0,69
Python,15483.0,33873
ColdFusion,15483.0,153
Nemerle,15483.0,6
FORTRAN,15483.0,198
Delphi,15483.0,258
Eiffel,15483.0,15
Racket,15483.0,345
Objective-J,15483.0,228
Ruby,15483.0,45057
Objective-C,15483.0,10161
CoffeeScript,15483.0,3102
JavaScript,15483.0,66708
C++,15483.0,18138
C,15483.0,20268
C#,15483.0,7698
D,15483.0,654
Shell,15483.0,7746
Java,15483.0,39567
Nimrod,15483.0,3
Elixir,15483.0,21
Julia,15483.0,198
Rust,15483.0,243
Dart,15483.0,51
Parrot,15483.0,6
Boo,15483.0,3
Kotlin,15483.0,81
AutoHotkey,15483.0,60
Standard ML,15483.0,60
Logtalk,15483.0,9
Prolog,15483.0,120
Io,15483.0,6
SuperCollider,15483.0,33
Arduino,15483.0,171
Fancy,15483.0,24
F#,15483.0,60
Vala,15483.0,99
Max/MSP,15483.0,15
OpenEdge ABL,15483.0,30
VHDL,15483.0,120
XQuery,15483.0,27
Factor,15483.0,87
OCaml,15483.0,267
Common Lisp,15483.0,321
Gosu,15483.0,3
Haskell,15483.0,1329
Scala,15483.0,2595
Emacs Lisp,15483.0,1386
VimL,15483.0,3330
Pure Data,15483.0,51
Groovy,15483.0,1494
Assembly,15483.0,336
Perl,15483.0,4470
PowerShell,15483.0,162
ActionScript,15483.0,1068
Verilog,15483.0,48
DCPU-16 ASM,15483.0,63
Visual Basic,15483.0,132
Go,15483.0,927
Clojure,15483.0,1557
Dylan,15483.0,30
HaXe,15483.0,180
ASP,15483.0,165
Puppet,15483.0,657
Racket,15484.0,102
CoffeeScript,15484.0,2904
ActionScript,15484.0,1083
Eiffel,15484.0,21
Shell,15484.0,8568
Python,15484.0,30606
Rust,15484.0,246
Perl,15484.0,4650
ColdFusion,15484.0,234
ooc,15484.0,3
Delphi,15484.0,123
Erlang,15484.0,1002
Java,15484.0,39087
Objective-C,15484.0,9162
JavaScript,15484.0,68670
Ruby,15484.0,44070
C++,15484.0,17010
Go,15484.0,873
Groovy,15484.0,1080
PHP,15484.0,31629
Clojure,15484.0,1572
Lua,15484.0,828
Apex,15484.0,66
VHDL,15484.0,180
ASP,15484.0,138
VimL,15484.0,3507
C#,15484.0,7350
Turing,15484.0,9
C,15484.0,17502
Scala,15484.0,3615
Tcl,15484.0,27
Coq,15484.0,78
Mirah,15484.0,24
Dylan,15484.0,30
Io,15484.0,27
DCPU-16 ASM,15484.0,42
OCaml,15484.0,489
Factor,15484.0,15
Puppet,15484.0,675
Haskell,15484.0,12069
Scheme,15484.0,156
OpenEdge ABL,15484.0,42
Verilog,15484.0,36
Boo,15484.0,27
Pure Data,15484.0,24
HaXe,15484.0,126
Prolog,15484.0,135
